index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	イノベーション科学系・技術経営専門職学位課程	029	特任教授	005	武内	瑞智	た	たけうち	みずとも	4	Mizutomo	Takeuchi	イノベーション科学系	029	イノベーション科学コース	029																																			key_t2r2Rid=CTT100806789		ﾀｹｳﾁ	ﾐｽﾞﾄﾓ	
	イノベーション科学系・技術経営専門職学位課程	029	教授	001	辻本	将晴	た	つじもと	まさはる	4	Masaharu 	Tsujimoto	技術経営専門職学位課程	030			イノベーション科学系	029	イノベーション科学コース	029	融合理工学系	027	エンジニアリングデザインコース	002																	経営戦略論	Strategic management	経営組織論	Organizational management	エコシステム戦略論	Ecosystem strategy			https://sites.google.com/view/tsujimotolab/	https://sites.google.com/view/tsujimotolabeng/	key_rid=6000019388		ﾂｼﾞﾓﾄ	ﾏｻﾊﾙ	
	イノベーション科学系・技術経営専門職学位課程	029	准教授	002	中丸	麻由子	な	なかまる	まゆこ	3	Mayuko	Nakamaru	技術経営専門職学位課程	030			イノベーション科学系	029	イノベーション科学コース	029	融合理工学系	027	エンジニアリングデザインコース	002																	社会シミュレーション	Social simulation	人間行動進化学	Human behavior and evolution	数理生物学	Mathematical biology	進化ゲーム理論	Evolutionary game theory	http://www.nakamaru-lab.mot.titech.ac.jp	https://sites.google.com/site/mayukonakamarulab/ 	key_rid=1000305685		ﾅｶﾏﾙ	ﾏﾕｺ	
	イノベーション科学系・技術経営専門職学位課程	029	教授	001	橋本	正洋	は	はしもと	まさひろ	2	Masahiro 	Hashimoto	技術経営専門職学位課程	030			イノベーション科学系	029	イノベーション科学コース	029																					イノベーション政策	Innovation policy	知財戦略	IPR strategy	知財政策	IPR policy	技術経営学	Innovation science	http://www.hashimoto-lab.mot.titech.ac.jp/hashimoto/		key_t2r2Rid=CTT100676052		ﾊｼﾓﾄ	ﾏｻﾋﾛ	
	イノベーション科学系・技術経営専門職学位課程	029	教授	001	比嘉	邦彦	は	ひが	くにひこ	2	Kunihiko	Higa	技術経営専門職学位課程	030			イノベーション科学系	029	イノベーション科学コース	029	数学系	011	数学コース	011																	テレワーク	Telework	クラウドソーシング	Crowdsourcing	電子商取引	E-commerce	地域活性化	Revitalization of local area	http://higa-lab.com/about/member/kunihiko_higa/		key_rid=1000279204		ﾋｶﾞ	ｸﾆﾋｺ	
	イノベーション科学系・技術経営専門職学位課程	029	教授	001	日髙	一義	は	ひだか	かずよし	2	Kazuyoshi	Hidaka	技術経営専門職学位課程	030			イノベーション科学系	029	イノベーション科学コース	029																					サービスサイエンス	Service science 	サービスイノベーション	Service innovation	オペレーションズリサーチ	Operations research	研究開発マネジメント	R&D management	http://www.hidaka-lab.mot.titech.ac.jp/		key_t2r2Rid=CTT100612697		ﾋﾀﾞｶ	ｶｽﾞﾖｼ	
	イノベーション科学系・技術経営専門職学位課程	029	教授	001	藤村	修三	は	ふじむら	しゅうぞう	2	Shuzo 	Fujimura	技術経営専門職学位課程	030			イノベーション科学系	029	イノベーション科学コース	029																					イノベーション理論	Innovation Theory	研究開発論	R&D Theory					http://www.fujimura-lab.mot.titech.ac.jp/index.html	http://www.fujimura-lab.mot.titech.ac.jp/index.html	key_rid=5000033345		ﾌｼﾞﾑﾗ	ｼｭｳｿﾞｳ	
	イノベーション科学系・技術経営専門職学位課程	029	特任助教	008	メヒーア	クリスティアン	ま	めひーあ	くりすてぃあん	3	Cristian	Mejia	イノベーション科学系	029	イノベーション科学コース	029																									学術・産業俯瞰	Academic and Industry landscapes	社会ネットワーク分析	Social network analysis	イノベーション学	Innovation studies	オルトメトリクス	Altmetrics	https://scholar.google.com/citations?user=wmZEs50AAAAJ&hl=en	https://scholar.google.com/citations?user=wmZEs50AAAAJ&hl=en	key_t2r2Rid=CTT100689987		ﾒﾋｰｱ	ｸﾘｽﾃｨｱﾝ	
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
